cod_ine,anio,saldo_exterior,saldo_interior,saldo_total,fuente
48082,2024,314,211,525,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48084,2021,151,230,381,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48084,2022,446,84,530,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48084,2023,476,94,570,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48084,2024,470,-17,453,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
49275,2021,125,-491,-366,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
49275,2022,530,-277,253,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
49275,2023,592,-21,571,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
49275,2024,593,93,686,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
50297,2021,-2173,-1914,-4087,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
50297,2022,11371,-211,11160,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
50297,2023,8049,918,8967,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
50297,2024,9119,502,9621,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
51001,2021,125,-1298,-1173,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
51001,2022,419,-597,-178,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
51001,2023,368,-362,6,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
51001,2024,416,-199,217,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
52001,2021,-779,-1011,-1790,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
52001,2022,798,-612,186,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
52001,2023,574,-373,201,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
52001,2024,1460,-830,630,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
