cod_ine,anio,trimestre,compraventas,fuente
02037,2024,1,78,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02037,2024,2,85,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02037,2024,3,72,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02037,2024,4,88,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02037,2025,1,113,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02037,2025,2,87,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02037,2025,3,83,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02037,2025,4,101,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02037,2026,1,110,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2004,1,12,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2004,2,12,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2004,3,4,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2004,4,7,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2005,1,8,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2005,2,11,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2005,3,20,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2005,4,21,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2006,1,46,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2006,2,95,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2006,3,107,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2006,4,69,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2007,1,225,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2007,2,140,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2007,3,127,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2007,4,75,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2008,1,52,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2008,2,87,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2008,3,112,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2008,4,167,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2009,1,49,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2009,2,41,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2009,3,50,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2009,4,41,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2010,1,30,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2010,2,53,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2010,3,23,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2010,4,65,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2011,1,37,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2011,2,18,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2011,3,22,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2011,4,48,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2012,1,22,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2012,2,30,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2012,3,34,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2012,4,74,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2013,1,19,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2013,2,25,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2013,3,19,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2013,4,30,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2014,1,13,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2014,2,38,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2014,3,19,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2014,4,30,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2015,1,24,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2015,2,32,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2015,3,17,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2015,4,29,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2016,1,31,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2016,2,23,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2016,3,26,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2016,4,36,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2017,1,34,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2017,2,28,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2017,3,31,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2017,4,44,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2018,1,45,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2018,2,32,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2018,3,37,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2018,4,28,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2019,1,34,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2019,2,40,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2019,3,38,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2019,4,43,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2020,1,21,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2020,2,22,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2020,3,30,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2020,4,50,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2021,1,38,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2021,2,59,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2021,3,36,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2021,4,47,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2022,1,58,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2022,2,47,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2022,3,43,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2022,4,50,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2023,1,56,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2023,2,52,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2023,3,41,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2023,4,42,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2024,1,49,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2024,2,50,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2024,3,52,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2024,4,51,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2025,1,61,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2025,2,67,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2025,3,79,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2025,4,85,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
02081,2026,1,75,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2004,1,411,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2004,2,465,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2004,3,315,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2004,4,467,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2005,1,440,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2005,2,473,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2005,3,504,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2005,4,718,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2006,1,614,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2006,2,535,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2006,3,349,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2006,4,705,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2007,1,463,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2007,2,351,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2007,3,297,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2007,4,306,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2008,1,369,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2008,2,333,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2008,3,221,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2008,4,159,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2009,1,138,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2009,2,114,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2009,3,98,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2009,4,222,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2010,1,176,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2010,2,173,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2010,3,87,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2010,4,270,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2011,1,204,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2011,2,161,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2011,3,63,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2011,4,84,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2012,1,75,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2012,2,75,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2012,3,62,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2012,4,142,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2013,1,75,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2013,2,73,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2013,3,58,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2013,4,72,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2014,1,68,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2014,2,73,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2014,3,65,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2014,4,108,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2015,1,86,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2015,2,85,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2015,3,87,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2015,4,96,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2016,1,127,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2016,2,125,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2016,3,121,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2016,4,162,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2017,1,142,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2017,2,162,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2017,3,131,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2017,4,142,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2018,1,176,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2018,2,159,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2018,3,130,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2018,4,209,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2019,1,180,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2019,2,172,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2019,3,145,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2019,4,233,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2020,1,225,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2020,2,94,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2020,3,196,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2020,4,267,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2021,1,219,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2021,2,279,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2021,3,226,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2021,4,291,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2022,1,243,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2022,2,280,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2022,3,251,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2022,4,279,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2023,1,259,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2023,2,296,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2023,3,241,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2023,4,273,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2024,1,303,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2024,2,333,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2024,3,245,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2024,4,312,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2025,1,286,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2025,2,345,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2025,3,311,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2025,4,323,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03009,2026,1,257,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2004,1,2525,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2004,2,2781,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2004,3,2426,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2004,4,3087,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2005,1,2419,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2005,2,3108,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2005,3,2744,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2005,4,2860,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2006,1,2467,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2006,2,2342,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2006,3,2184,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2006,4,2554,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2007,1,2052,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2007,2,2328,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2007,3,1801,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2007,4,1622,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2008,1,1165,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2008,2,1053,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2008,3,970,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2008,4,1032,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2009,1,824,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2009,2,838,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2009,3,889,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2009,4,945,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2010,1,774,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2010,2,1181,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2010,3,603,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2010,4,1099,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2011,1,590,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2011,2,720,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2011,3,565,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2011,4,780,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2012,1,616,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2012,2,774,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2012,3,657,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2012,4,1196,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2013,1,677,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2013,2,871,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2013,3,658,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2013,4,875,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2014,1,820,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2014,2,985,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2014,3,846,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2014,4,1034,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2015,1,829,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2015,2,1047,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2015,3,854,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2015,4,1139,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2016,1,1016,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2016,2,1290,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2016,3,1055,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2016,4,1212,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2017,1,1352,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2017,2,1492,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2017,3,1295,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2017,4,1657,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2018,1,1769,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2018,2,1958,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2018,3,1598,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2018,4,1745,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2019,1,1672,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2019,2,1724,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2019,3,1311,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2019,4,1854,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2020,1,1357,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2020,2,575,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2020,3,1308,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2020,4,1480,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
03014,2021,1,1404,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
