cod_ine,fecha,plazas,plazas_por_vivienda,viviendas_turisticas,fuente
22125,2025-05-01,272,4.18,65,"INE, Viviendas turísticas en España, tabla 39363"
23005,2025-05-01,236,5.02,47,"INE, Viviendas turísticas en España, tabla 39363"
23050,2025-05-01,938,4.01,234,"INE, Viviendas turísticas en España, tabla 39363"
23055,2025-05-01,219,4.21,52,"INE, Viviendas turísticas en España, tabla 39363"
23092,2025-05-01,658,4.42,149,"INE, Viviendas turísticas en España, tabla 39363"
24089,2025-05-01,2604,4.6,566,"INE, Viviendas turísticas en España, tabla 39363"
24115,2025-05-01,808,4.96,163,"INE, Viviendas turísticas en España, tabla 39363"
24142,2025-05-01,149,6.77,22,"INE, Viviendas turísticas en España, tabla 39363"
25120,2025-05-01,227,4.45,51,"INE, Viviendas turísticas en España, tabla 39363"
26089,2025-05-01,2811,5.47,514,"INE, Viviendas turísticas en España, tabla 39363"
27028,2025-05-01,981,4.67,210,"INE, Viviendas turísticas en España, tabla 39363"
28005,2025-05-01,927,3.72,249,"INE, Viviendas turísticas en España, tabla 39363"
28006,2025-05-01,279,3.49,80,"INE, Viviendas turísticas en España, tabla 39363"
28007,2025-05-01,214,2.85,75,"INE, Viviendas turísticas en España, tabla 39363"
28013,2025-05-01,356,5.39,66,"INE, Viviendas turísticas en España, tabla 39363"
28014,2025-05-01,70,3.04,23,"INE, Viviendas turísticas en España, tabla 39363"
28022,2025-05-01,152,4.0,38,"INE, Viviendas turísticas en España, tabla 39363"
28045,2025-05-01,49,4.08,12,"INE, Viviendas turísticas en España, tabla 39363"
28047,2025-05-01,106,4.42,24,"INE, Viviendas turísticas en España, tabla 39363"
28049,2025-05-01,139,3.48,40,"INE, Viviendas turísticas en España, tabla 39363"
28058,2025-05-01,67,2.68,25,"INE, Viviendas turísticas en España, tabla 39363"
28061,2025-05-01,189,3.86,49,"INE, Viviendas turísticas en España, tabla 39363"
28065,2025-05-01,243,2.51,97,"INE, Viviendas turísticas en España, tabla 39363"
28074,2025-05-01,152,2.87,53,"INE, Viviendas turísticas en España, tabla 39363"
28079,2025-05-01,55984,3.67,15242,"INE, Viviendas turísticas en España, tabla 39363"
28080,2025-05-01,121,3.56,34,"INE, Viviendas turísticas en España, tabla 39363"
28092,2025-05-01,165,2.66,62,"INE, Viviendas turísticas en España, tabla 39363"
28096,2025-05-01,83,5.93,14,"INE, Viviendas turísticas en España, tabla 39363"
28106,2025-05-01,100,2.17,46,"INE, Viviendas turísticas en España, tabla 39363"
28113,2025-05-01,105,3.39,31,"INE, Viviendas turísticas en España, tabla 39363"
28115,2025-05-01,346,3.3,105,"INE, Viviendas turísticas en España, tabla 39363"
28123,2025-05-01,204,3.52,58,"INE, Viviendas turísticas en España, tabla 39363"
28127,2025-05-01,266,3.97,67,"INE, Viviendas turísticas en España, tabla 39363"
28130,2025-05-01,24,3.43,7,"INE, Viviendas turísticas en España, tabla 39363"
28134,2025-05-01,542,3.45,157,"INE, Viviendas turísticas en España, tabla 39363"
28148,2025-05-01,266,2.96,90,"INE, Viviendas turísticas en España, tabla 39363"
28161,2025-05-01,115,3.83,30,"INE, Viviendas turísticas en España, tabla 39363"
28181,2025-05-01,192,3.31,58,"INE, Viviendas turísticas en España, tabla 39363"
28903,2025-05-01,97,2.94,33,"INE, Viviendas turísticas en España, tabla 39363"
29007,2025-05-01,1907,6.76,282,"INE, Viviendas turísticas en España, tabla 39363"
29015,2025-05-01,909,5.19,175,"INE, Viviendas turísticas en España, tabla 39363"
29025,2025-05-01,18686,4.63,4033,"INE, Viviendas turísticas en España, tabla 39363"
29051,2025-05-01,18335,5.12,3578,"INE, Viviendas turísticas en España, tabla 39363"
29054,2025-05-01,15252,4.74,3218,"INE, Viviendas turísticas en España, tabla 39363"
29067,2025-05-01,36629,4.26,8597,"INE, Viviendas turísticas en España, tabla 39363"
29069,2025-05-01,44013,5.55,7934,"INE, Viviendas turísticas en España, tabla 39363"
29070,2025-05-01,25599,5.23,4896,"INE, Viviendas turísticas en España, tabla 39363"
29082,2025-05-01,3960,5.14,771,"INE, Viviendas turísticas en España, tabla 39363"
29084,2025-05-01,3017,4.81,627,"INE, Viviendas turísticas en España, tabla 39363"
29094,2025-05-01,5761,5.05,1140,"INE, Viviendas turísticas en España, tabla 39363"
29901,2025-05-01,11968,4.04,2959,"INE, Viviendas turísticas en España, tabla 39363"
30003,2025-05-01,2736,5.27,519,"INE, Viviendas turísticas en España, tabla 39363"
30005,2025-05-01,60,4.62,13,"INE, Viviendas turísticas en España, tabla 39363"
30015,2025-05-01,555,5.44,102,"INE, Viviendas turísticas en España, tabla 39363"
30016,2025-05-01,8801,5.32,1655,"INE, Viviendas turísticas en España, tabla 39363"
30019,2025-05-01,88,7.33,12,"INE, Viviendas turísticas en España, tabla 39363"
30022,2025-05-01,124,6.53,19,"INE, Viviendas turísticas en España, tabla 39363"
30024,2025-05-01,527,5.55,95,"INE, Viviendas turísticas en España, tabla 39363"
30026,2025-05-01,3298,5.18,637,"INE, Viviendas turísticas en España, tabla 39363"
30027,2025-05-01,272,5.67,48,"INE, Viviendas turísticas en España, tabla 39363"
30030,2025-05-01,4474,4.47,1002,"INE, Viviendas turísticas en España, tabla 39363"
30035,2025-05-01,6914,5.2,1330,"INE, Viviendas turísticas en España, tabla 39363"
30037,2025-05-01,3465,4.86,713,"INE, Viviendas turísticas en España, tabla 39363"
30039,2025-05-01,75,6.25,12,"INE, Viviendas turísticas en España, tabla 39363"
30043,2025-05-01,203,5.34,38,"INE, Viviendas turísticas en España, tabla 39363"
31201,2025-05-01,2993,4.4,680,"INE, Viviendas turísticas en España, tabla 39363"
31232,2025-05-01,458,5.03,91,"INE, Viviendas turísticas en España, tabla 39363"
32054,2025-05-01,1597,4.88,327,"INE, Viviendas turísticas en España, tabla 39363"
33004,2025-05-01,682,4.74,144,"INE, Viviendas turísticas en España, tabla 39363"
33024,2025-05-01,6888,4.73,1455,"INE, Viviendas turísticas en España, tabla 39363"
33031,2025-05-01,159,5.3,30,"INE, Viviendas turísticas en España, tabla 39363"
33037,2025-05-01,269,4.01,67,"INE, Viviendas turísticas en España, tabla 39363"
33044,2025-05-01,4225,4.36,968,"INE, Viviendas turísticas en España, tabla 39363"
33066,2025-05-01,457,5.94,77,"INE, Viviendas turísticas en España, tabla 39363"
34120,2025-05-01,197,3.58,55,"INE, Viviendas turísticas en España, tabla 39363"
35002,2025-05-01,1224,4.16,294,"INE, Viviendas turísticas en España, tabla 39363"
35004,2025-05-01,2097,3.69,568,"INE, Viviendas turísticas en España, tabla 39363"
35006,2025-05-01,701,5.39,130,"INE, Viviendas turísticas en España, tabla 39363"
35011,2025-05-01,581,4.37,133,"INE, Viviendas turísticas en España, tabla 39363"
35014,2025-05-01,17161,4.27,4016,"INE, Viviendas turísticas en España, tabla 39363"
35016,2025-05-01,10237,3.5,2925,"INE, Viviendas turísticas en España, tabla 39363"
35017,2025-05-01,1796,4.12,436,"INE, Viviendas turísticas en España, tabla 39363"
35019,2025-05-01,15931,4.24,3754,"INE, Viviendas turísticas en España, tabla 39363"
35022,2025-05-01,1231,4.17,295,"INE, Viviendas turísticas en España, tabla 39363"
35026,2025-05-01,1980,4.09,484,"INE, Viviendas turísticas en España, tabla 39363"
36008,2025-05-01,2167,5.12,423,"INE, Viviendas turísticas en España, tabla 39363"
36026,2025-05-01,1087,5.63,193,"INE, Viviendas turísticas en España, tabla 39363"
36038,2025-05-01,1719,5.03,342,"INE, Viviendas turísticas en España, tabla 39363"
36045,2025-05-01,1019,6.03,169,"INE, Viviendas turísticas en España, tabla 39363"
36057,2025-05-01,5942,4.29,1386,"INE, Viviendas turísticas en España, tabla 39363"
36060,2025-05-01,1957,5.08,385,"INE, Viviendas turísticas en España, tabla 39363"
37274,2025-05-01,3044,4.03,755,"INE, Viviendas turísticas en España, tabla 39363"
38001,2025-05-01,19441,4.75,4093,"INE, Viviendas turísticas en España, tabla 39363"
38006,2025-05-01,17514,4.0,4382,"INE, Viviendas turísticas en España, tabla 39363"
38011,2025-05-01,1721,4.04,426,"INE, Viviendas turísticas en España, tabla 39363"
38017,2025-05-01,5412,4.13,1309,"INE, Viviendas turísticas en España, tabla 39363"
38023,2025-05-01,2681,3.69,726,"INE, Viviendas turísticas en España, tabla 39363"
38026,2025-05-01,1745,4.31,405,"INE, Viviendas turísticas en España, tabla 39363"
38028,2025-05-01,3711,3.46,1071,"INE, Viviendas turísticas en España, tabla 39363"
38031,2025-05-01,1226,3.93,312,"INE, Viviendas turísticas en España, tabla 39363"
38038,2025-05-01,3907,3.75,1043,"INE, Viviendas turísticas en España, tabla 39363"
39016,2025-05-01,463,5.03,92,"INE, Viviendas turísticas en España, tabla 39363"
39020,2025-05-01,1194,4.81,248,"INE, Viviendas turísticas en España, tabla 39363"
39075,2025-05-01,6867,4.31,1594,"INE, Viviendas turísticas en España, tabla 39363"
39087,2025-05-01,465,4.51,103,"INE, Viviendas turísticas en España, tabla 39363"
40194,2025-05-01,820,5.43,151,"INE, Viviendas turísticas en España, tabla 39363"
41004,2025-05-01,471,5.01,94,"INE, Viviendas turísticas en España, tabla 39363"
41021,2025-05-01,213,4.53,47,"INE, Viviendas turísticas en España, tabla 39363"
41024,2025-05-01,552,5.06,109,"INE, Viviendas turísticas en España, tabla 39363"
41034,2025-05-01,86,4.53,19,"INE, Viviendas turísticas en España, tabla 39363"
41038,2025-05-01,500,4.55,110,"INE, Viviendas turísticas en España, tabla 39363"
41039,2025-05-01,331,6.25,53,"INE, Viviendas turísticas en España, tabla 39363"
41053,2025-05-01,60,4.62,13,"INE, Viviendas turísticas en España, tabla 39363"
41059,2025-05-01,380,4.09,93,"INE, Viviendas turísticas en España, tabla 39363"
41065,2025-05-01,68,7.56,9,"INE, Viviendas turísticas en España, tabla 39363"
41069,2025-05-01,94,6.71,14,"INE, Viviendas turísticas en España, tabla 39363"
41081,2025-05-01,126,5.48,23,"INE, Viviendas turísticas en España, tabla 39363"
41091,2025-05-01,30378,4.26,7137,"INE, Viviendas turísticas en España, tabla 39363"
41095,2025-05-01,153,4.94,31,"INE, Viviendas turísticas en España, tabla 39363"
42173,2025-05-01,839,5.21,161,"INE, Viviendas turísticas en España, tabla 39363"
43038,2025-05-01,7409,5.72,1295,"INE, Viviendas turísticas en España, tabla 39363"
43123,2025-05-01,547,5.53,99,"INE, Viviendas turísticas en España, tabla 39363"
43148,2025-05-01,3638,4.62,787,"INE, Viviendas turísticas en España, tabla 39363"
43155,2025-05-01,381,5.01,76,"INE, Viviendas turísticas en España, tabla 39363"
43163,2025-05-01,2496,6.12,408,"INE, Viviendas turísticas en España, tabla 39363"
43905,2025-05-01,13402,5.36,2502,"INE, Viviendas turísticas en España, tabla 39363"
44216,2025-05-01,712,5.61,127,"INE, Viviendas turísticas en España, tabla 39363"
45081,2025-05-01,19,2.71,7,"INE, Viviendas turísticas en España, tabla 39363"
45165,2025-05-01,259,4.32,60,"INE, Viviendas turísticas en España, tabla 39363"
45168,2025-05-01,3417,4.69,728,"INE, Viviendas turísticas en España, tabla 39363"
46005,2025-05-01,69,4.31,16,"INE, Viviendas turísticas en España, tabla 39363"
46017,2025-05-01,315,5.16,61,"INE, Viviendas turísticas en España, tabla 39363"
46021,2025-05-01,56,4.0,14,"INE, Viviendas turísticas en España, tabla 39363"
46029,2025-05-01,69,4.6,15,"INE, Viviendas turísticas en España, tabla 39363"
46078,2025-05-01,359,4.08,88,"INE, Viviendas turísticas en España, tabla 39363"
46094,2025-05-01,127,4.38,29,"INE, Viviendas turísticas en España, tabla 39363"
46102,2025-05-01,56,3.73,15,"INE, Viviendas turísticas en España, tabla 39363"
46110,2025-05-01,46,3.07,15,"INE, Viviendas turísticas en España, tabla 39363"
46131,2025-05-01,8258,5.52,1497,"INE, Viviendas turísticas en España, tabla 39363"
46145,2025-05-01,386,4.77,81,"INE, Viviendas turísticas en España, tabla 39363"
46159,2025-05-01,174,4.14,42,"INE, Viviendas turísticas en España, tabla 39363"
46169,2025-05-01,349,3.97,88,"INE, Viviendas turísticas en España, tabla 39363"
46181,2025-05-01,5261,5.17,1018,"INE, Viviendas turísticas en España, tabla 39363"
46184,2025-05-01,258,4.61,56,"INE, Viviendas turísticas en España, tabla 39363"
46190,2025-05-01,552,4.09,135,"INE, Viviendas turísticas en España, tabla 39363"
46220,2025-05-01,2698,5.45,495,"INE, Viviendas turísticas en España, tabla 39363"
46235,2025-05-01,1440,5.58,258,"INE, Viviendas turísticas en España, tabla 39363"
46244,2025-05-01,514,5.04,102,"INE, Viviendas turísticas en España, tabla 39363"
46250,2025-05-01,26428,4.03,6553,"INE, Viviendas turísticas en España, tabla 39363"
47186,2025-05-01,1132,3.64,311,"INE, Viviendas turísticas en España, tabla 39363"
48013,2025-05-01,322,3.79,85,"INE, Viviendas turísticas en España, tabla 39363"
48015,2025-05-01,72,3.6,20,"INE, Viviendas turísticas en España, tabla 39363"
48020,2025-05-01,5035,3.95,1276,"INE, Viviendas turísticas en España, tabla 39363"
48027,2025-05-01,70,3.68,19,"INE, Viviendas turísticas en España, tabla 39363"
48036,2025-05-01,42,3.0,14,"INE, Viviendas turísticas en España, tabla 39363"
48044,2025-05-01,652,4.23,154,"INE, Viviendas turísticas en España, tabla 39363"
48054,2025-05-01,77,3.85,20,"INE, Viviendas turísticas en España, tabla 39363"
48078,2025-05-01,97,3.59,27,"INE, Viviendas turísticas en España, tabla 39363"
48082,2025-05-01,78,3.39,23,"INE, Viviendas turísticas en España, tabla 39363"
48084,2025-05-01,65,3.25,20,"INE, Viviendas turísticas en España, tabla 39363"
49275,2025-05-01,905,4.57,198,"INE, Viviendas turísticas en España, tabla 39363"
50297,2025-05-01,3952,4.42,895,"INE, Viviendas turísticas en España, tabla 39363"
51001,2025-05-01,209,3.8,55,"INE, Viviendas turísticas en España, tabla 39363"
52001,2025-05-01,191,4.66,41,"INE, Viviendas turísticas en España, tabla 39363"
01059,2025-11-01,356,3.91,91,"INE, Viviendas turísticas en España, tabla 39363"
02003,2025-11-01,932,4.5,207,"INE, Viviendas turísticas en España, tabla 39363"
02009,2025-11-01,141,4.15,34,"INE, Viviendas turísticas en España, tabla 39363"
02037,2025-11-01,98,5.44,18,"INE, Viviendas turísticas en España, tabla 39363"
02081,2025-11-01,65,4.64,14,"INE, Viviendas turísticas en España, tabla 39363"
03009,2025-11-01,199,4.23,47,"INE, Viviendas turísticas en España, tabla 39363"
03014,2025-11-01,11921,4.25,2806,"INE, Viviendas turísticas en España, tabla 39363"
03031,2025-11-01,9293,4.43,2096,"INE, Viviendas turísticas en España, tabla 39363"
03047,2025-11-01,15499,5.24,2958,"INE, Viviendas turísticas en España, tabla 39363"
03050,2025-11-01,5249,5.22,1006,"INE, Viviendas turísticas en España, tabla 39363"
03059,2025-11-01,43,5.38,8,"INE, Viviendas turísticas en España, tabla 39363"
03063,2025-11-01,13837,4.96,2789,"INE, Viviendas turísticas en España, tabla 39363"
03065,2025-11-01,2700,4.98,542,"INE, Viviendas turísticas en España, tabla 39363"
03066,2025-11-01,88,4.4,20,"INE, Viviendas turísticas en España, tabla 39363"
03082,2025-11-01,13762,6.04,2277,"INE, Viviendas turísticas en España, tabla 39363"
03093,2025-11-01,117,4.68,25,"INE, Viviendas turísticas en España, tabla 39363"
03099,2025-11-01,8889,4.89,1816,"INE, Viviendas turísticas en España, tabla 39363"
03104,2025-11-01,60,5.0,12,"INE, Viviendas turísticas en España, tabla 39363"
03121,2025-11-01,8017,5.03,1595,"INE, Viviendas turísticas en España, tabla 39363"
03122,2025-11-01,313,5.69,55,"INE, Viviendas turísticas en España, tabla 39363"
03133,2025-11-01,15571,4.27,3647,"INE, Viviendas turísticas en España, tabla 39363"
03139,2025-11-01,3402,4.34,784,"INE, Viviendas turísticas en España, tabla 39363"
03140,2025-11-01,154,5.7,27,"INE, Viviendas turísticas en España, tabla 39363"
04013,2025-11-01,4050,4.43,914,"INE, Viviendas turísticas en España, tabla 39363"
04066,2025-11-01,4587,4.83,949,"INE, Viviendas turísticas en España, tabla 39363"
04079,2025-11-01,4384,4.35,1008,"INE, Viviendas turísticas en España, tabla 39363"
04902,2025-11-01,639,4.5,142,"INE, Viviendas turísticas en España, tabla 39363"
05019,2025-11-01,1011,5.06,200,"INE, Viviendas turísticas en España, tabla 39363"
06011,2025-11-01,36,3.6,10,"INE, Viviendas turísticas en España, tabla 39363"
06015,2025-11-01,327,4.42,74,"INE, Viviendas turísticas en España, tabla 39363"
06044,2025-11-01,51,4.25,12,"INE, Viviendas turísticas en España, tabla 39363"
06083,2025-11-01,1082,4.08,265,"INE, Viviendas turísticas en España, tabla 39363"
06153,2025-11-01,57,3.17,18,"INE, Viviendas turísticas en España, tabla 39363"
07011,2025-11-01,2073,6.96,298,"INE, Viviendas turísticas en España, tabla 39363"
07015,2025-11-01,5929,5.5,1078,"INE, Viviendas turísticas en España, tabla 39363"
07026,2025-11-01,567,4.89,116,"INE, Viviendas turísticas en España, tabla 39363"
07027,2025-11-01,1471,6.75,218,"INE, Viviendas turísticas en España, tabla 39363"
07031,2025-11-01,3085,6.83,452,"INE, Viviendas turísticas en España, tabla 39363"
07032,2025-11-01,846,6.88,123,"INE, Viviendas turísticas en España, tabla 39363"
07033,2025-11-01,4651,6.36,731,"INE, Viviendas turísticas en España, tabla 39363"
07036,2025-11-01,648,7.53,86,"INE, Viviendas turísticas en España, tabla 39363"
07040,2025-11-01,3000,6.67,450,"INE, Viviendas turísticas en España, tabla 39363"
07054,2025-11-01,5443,8.11,671,"INE, Viviendas turísticas en España, tabla 39363"
08015,2025-11-01,1102,3.95,279,"INE, Viviendas turísticas en España, tabla 39363"
08019,2025-11-01,39423,4.62,8536,"INE, Viviendas turísticas en España, tabla 39363"
08056,2025-11-01,1161,5.09,228,"INE, Viviendas turísticas en España, tabla 39363"
08073,2025-11-01,421,4.25,99,"INE, Viviendas turísticas en España, tabla 39363"
08077,2025-11-01,204,3.64,56,"INE, Viviendas turísticas en España, tabla 39363"
08089,2025-11-01,355,5.07,70,"INE, Viviendas turísticas en España, tabla 39363"
08096,2025-11-01,82,4.56,18,"INE, Viviendas turísticas en España, tabla 39363"
08101,2025-11-01,3276,3.71,882,"INE, Viviendas turísticas en España, tabla 39363"
08102,2025-11-01,88,4.4,20,"INE, Viviendas turísticas en España, tabla 39363"
08113,2025-11-01,296,3.65,81,"INE, Viviendas turísticas en España, tabla 39363"
08114,2025-11-01,27,2.7,10,"INE, Viviendas turísticas en España, tabla 39363"
08121,2025-11-01,583,4.32,135,"INE, Viviendas turísticas en España, tabla 39363"
08124,2025-11-01,82,4.82,17,"INE, Viviendas turísticas en España, tabla 39363"
08125,2025-11-01,54,3.86,14,"INE, Viviendas turísticas en España, tabla 39363"
08163,2025-11-01,926,5.01,185,"INE, Viviendas turísticas en España, tabla 39363"
08169,2025-11-01,291,3.46,84,"INE, Viviendas turísticas en España, tabla 39363"
08172,2025-11-01,227,4.73,48,"INE, Viviendas turísticas en España, tabla 39363"
08180,2025-11-01,31,4.43,7,"INE, Viviendas turísticas en España, tabla 39363"
08184,2025-11-01,202,5.05,40,"INE, Viviendas turísticas en España, tabla 39363"
08187,2025-11-01,294,4.08,72,"INE, Viviendas turísticas en España, tabla 39363"
08194,2025-11-01,1086,4.62,235,"INE, Viviendas turísticas en España, tabla 39363"
08196,2025-11-01,0,,0,"INE, Viviendas turísticas en España, tabla 39363"
08200,2025-11-01,140,4.52,31,"INE, Viviendas turísticas en España, tabla 39363"
08205,2025-11-01,372,4.23,88,"INE, Viviendas turísticas en España, tabla 39363"
08211,2025-11-01,37,3.36,11,"INE, Viviendas turísticas en España, tabla 39363"
08217,2025-11-01,67,4.79,14,"INE, Viviendas turísticas en España, tabla 39363"
08231,2025-11-01,908,6.63,137,"INE, Viviendas turísticas en España, tabla 39363"
08245,2025-11-01,239,3.73,64,"INE, Viviendas turísticas en España, tabla 39363"
08252,2025-11-01,50,4.55,11,"INE, Viviendas turísticas en España, tabla 39363"
08260,2025-11-01,0,,0,"INE, Viviendas turísticas en España, tabla 39363"
08263,2025-11-01,32,4.57,7,"INE, Viviendas turísticas en España, tabla 39363"
08266,2025-11-01,152,4.47,34,"INE, Viviendas turísticas en España, tabla 39363"
08270,2025-11-01,4136,5.18,798,"INE, Viviendas turísticas en España, tabla 39363"
08279,2025-11-01,579,3.91,148,"INE, Viviendas turísticas en España, tabla 39363"
08298,2025-11-01,211,5.28,40,"INE, Viviendas turísticas en España, tabla 39363"
08301,2025-11-01,134,5.15,26,"INE, Viviendas turísticas en España, tabla 39363"
08305,2025-11-01,72,4.24,17,"INE, Viviendas turísticas en España, tabla 39363"
08307,2025-11-01,823,4.87,169,"INE, Viviendas turísticas en España, tabla 39363"
09018,2025-11-01,149,4.26,35,"INE, Viviendas turísticas en España, tabla 39363"
09059,2025-11-01,1805,4.84,373,"INE, Viviendas turísticas en España, tabla 39363"
09219,2025-11-01,8,4.0,2,"INE, Viviendas turísticas en España, tabla 39363"
10037,2025-11-01,1609,4.14,389,"INE, Viviendas turísticas en España, tabla 39363"
10148,2025-11-01,379,4.16,91,"INE, Viviendas turísticas en España, tabla 39363"
11004,2025-11-01,689,3.96,174,"INE, Viviendas turísticas en España, tabla 39363"
11006,2025-11-01,1275,5.02,254,"INE, Viviendas turísticas en España, tabla 39363"
11012,2025-11-01,6667,4.43,1505,"INE, Viviendas turísticas en España, tabla 39363"
11015,2025-11-01,8454,5.48,1543,"INE, Viviendas turísticas en España, tabla 39363"
11020,2025-11-01,4491,4.43,1014,"INE, Viviendas turísticas en España, tabla 39363"
11022,2025-11-01,801,5.34,150,"INE, Viviendas turísticas en España, tabla 39363"
11027,2025-11-01,5454,5.55,982,"INE, Viviendas turísticas en España, tabla 39363"
11028,2025-11-01,529,5.24,101,"INE, Viviendas turísticas en España, tabla 39363"
11030,2025-11-01,2418,5.03,481,"INE, Viviendas turísticas en España, tabla 39363"
11031,2025-11-01,705,4.55,155,"INE, Viviendas turísticas en España, tabla 39363"
11032,2025-11-01,4049,4.97,814,"INE, Viviendas turísticas en España, tabla 39363"
11033,2025-11-01,2542,4.97,511,"INE, Viviendas turísticas en España, tabla 39363"
12009,2025-11-01,136,5.91,23,"INE, Viviendas turísticas en España, tabla 39363"
12027,2025-11-01,902,4.9,184,"INE, Viviendas turísticas en España, tabla 39363"
12032,2025-11-01,399,5.25,76,"INE, Viviendas turísticas en España, tabla 39363"
12040,2025-11-01,1830,4.77,384,"INE, Viviendas turísticas en España, tabla 39363"
12084,2025-11-01,21,7.0,3,"INE, Viviendas turísticas en España, tabla 39363"
12126,2025-11-01,71,5.46,13,"INE, Viviendas turísticas en España, tabla 39363"
12135,2025-11-01,100,3.85,26,"INE, Viviendas turísticas en España, tabla 39363"
12138,2025-11-01,2541,5.21,488,"INE, Viviendas turísticas en España, tabla 39363"
13005,2025-11-01,143,5.11,28,"INE, Viviendas turísticas en España, tabla 39363"
13034,2025-11-01,300,4.92,61,"INE, Viviendas turísticas en España, tabla 39363"
13071,2025-11-01,58,4.14,14,"INE, Viviendas turísticas en España, tabla 39363"
13082,2025-11-01,133,4.75,28,"INE, Viviendas turísticas en España, tabla 39363"
13087,2025-11-01,126,5.25,24,"INE, Viviendas turísticas en España, tabla 39363"
14021,2025-11-01,11001,4.7,2339,"INE, Viviendas turísticas en España, tabla 39363"
14038,2025-11-01,314,6.28,50,"INE, Viviendas turísticas en España, tabla 39363"
14056,2025-11-01,122,4.88,25,"INE, Viviendas turísticas en España, tabla 39363"
15002,2025-11-01,358,5.04,71,"INE, Viviendas turísticas en España, tabla 39363"
15005,2025-11-01,147,6.68,22,"INE, Viviendas turísticas en España, tabla 39363"
15019,2025-11-01,447,5.73,78,"INE, Viviendas turísticas en España, tabla 39363"
15030,2025-11-01,1930,4.44,435,"INE, Viviendas turísticas en España, tabla 39363"
15031,2025-11-01,54,4.15,13,"INE, Viviendas turísticas en España, tabla 39363"
15036,2025-11-01,864,4.48,193,"INE, Viviendas turísticas en España, tabla 39363"
15054,2025-11-01,128,7.11,18,"INE, Viviendas turísticas en España, tabla 39363"
15058,2025-11-01,319,4.62,69,"INE, Viviendas turísticas en España, tabla 39363"
15073,2025-11-01,1217,5.09,239,"INE, Viviendas turísticas en España, tabla 39363"
15078,2025-11-01,1734,4.64,374,"INE, Viviendas turísticas en España, tabla 39363"
16078,2025-11-01,1479,4.62,320,"INE, Viviendas turísticas en España, tabla 39363"
17023,2025-11-01,2743,5.44,504,"INE, Viviendas turísticas en España, tabla 39363"
17066,2025-11-01,623,4.39,142,"INE, Viviendas turísticas en España, tabla 39363"
17079,2025-11-01,2187,4.26,513,"INE, Viviendas turísticas en España, tabla 39363"
17095,2025-11-01,8418,5.68,1481,"INE, Viviendas turísticas en España, tabla 39363"
17114,2025-11-01,396,5.08,78,"INE, Viviendas turísticas en España, tabla 39363"
17155,2025-11-01,39,6.5,6,"INE, Viviendas turísticas en España, tabla 39363"
18017,2025-11-01,7587,5.19,1462,"INE, Viviendas turísticas en España, tabla 39363"
18087,2025-11-01,13328,4.4,3028,"INE, Viviendas turísticas en España, tabla 39363"
18140,2025-11-01,1659,5.48,303,"INE, Viviendas turísticas en España, tabla 39363"
19046,2025-11-01,11,3.67,3,"INE, Viviendas turísticas en España, tabla 39363"
19130,2025-11-01,192,4.57,42,"INE, Viviendas turísticas en España, tabla 39363"
20030,2025-11-01,16,5.33,3,"INE, Viviendas turísticas en España, tabla 39363"
20045,2025-11-01,240,4.44,54,"INE, Viviendas turísticas en España, tabla 39363"
20067,2025-11-01,72,3.79,19,"INE, Viviendas turísticas en España, tabla 39363"
20069,2025-11-01,5405,4.19,1291,"INE, Viviendas turísticas en España, tabla 39363"
21041,2025-11-01,730,4.71,155,"INE, Viviendas turísticas en España, tabla 39363"
21044,2025-11-01,981,5.22,188,"INE, Viviendas turísticas en España, tabla 39363"
22125,2025-11-01,266,4.29,62,"INE, Viviendas turísticas en España, tabla 39363"
23005,2025-11-01,242,5.15,47,"INE, Viviendas turísticas en España, tabla 39363"
23050,2025-11-01,862,4.14,208,"INE, Viviendas turísticas en España, tabla 39363"
23055,2025-11-01,187,4.79,39,"INE, Viviendas turísticas en España, tabla 39363"
23092,2025-11-01,695,4.76,146,"INE, Viviendas turísticas en España, tabla 39363"
24089,2025-11-01,2411,4.89,493,"INE, Viviendas turísticas en España, tabla 39363"
24115,2025-11-01,473,4.64,102,"INE, Viviendas turísticas en España, tabla 39363"
24142,2025-11-01,107,7.13,15,"INE, Viviendas turísticas en España, tabla 39363"
25120,2025-11-01,247,4.57,54,"INE, Viviendas turísticas en España, tabla 39363"
26089,2025-11-01,3029,5.56,545,"INE, Viviendas turísticas en España, tabla 39363"
27028,2025-11-01,813,4.7,173,"INE, Viviendas turísticas en España, tabla 39363"
28005,2025-11-01,879,3.84,229,"INE, Viviendas turísticas en España, tabla 39363"
28006,2025-11-01,205,3.2,64,"INE, Viviendas turísticas en España, tabla 39363"
28007,2025-11-01,113,2.69,42,"INE, Viviendas turísticas en España, tabla 39363"
28013,2025-11-01,232,4.14,56,"INE, Viviendas turísticas en España, tabla 39363"
28014,2025-11-01,60,3.0,20,"INE, Viviendas turísticas en España, tabla 39363"
28022,2025-11-01,82,3.42,24,"INE, Viviendas turísticas en España, tabla 39363"
28045,2025-11-01,53,5.3,10,"INE, Viviendas turísticas en España, tabla 39363"
28047,2025-11-01,109,5.19,21,"INE, Viviendas turísticas en España, tabla 39363"
28049,2025-11-01,87,3.35,26,"INE, Viviendas turísticas en España, tabla 39363"
28058,2025-11-01,49,2.04,24,"INE, Viviendas turísticas en España, tabla 39363"
28061,2025-11-01,167,4.51,37,"INE, Viviendas turísticas en España, tabla 39363"
