cod_ine,fecha,plazas,plazas_por_vivienda,viviendas_turisticas,fuente
45081,2023-08-01,35,2.92,12,"INE, Viviendas turísticas en España, tabla 39363"
45165,2023-08-01,204,4.74,43,"INE, Viviendas turísticas en España, tabla 39363"
45168,2023-08-01,2789,4.61,605,"INE, Viviendas turísticas en España, tabla 39363"
46005,2023-08-01,18,3.6,5,"INE, Viviendas turísticas en España, tabla 39363"
46017,2023-08-01,195,5.57,35,"INE, Viviendas turísticas en España, tabla 39363"
46021,2023-08-01,26,3.25,8,"INE, Viviendas turísticas en España, tabla 39363"
46029,2023-08-01,63,4.5,14,"INE, Viviendas turísticas en España, tabla 39363"
46078,2023-08-01,241,3.95,61,"INE, Viviendas turísticas en España, tabla 39363"
46094,2023-08-01,50,3.13,16,"INE, Viviendas turísticas en España, tabla 39363"
46102,2023-08-01,55,4.58,12,"INE, Viviendas turísticas en España, tabla 39363"
46110,2023-08-01,73,3.48,21,"INE, Viviendas turísticas en España, tabla 39363"
46131,2023-08-01,6932,5.65,1227,"INE, Viviendas turísticas en España, tabla 39363"
46145,2023-08-01,368,4.84,76,"INE, Viviendas turísticas en España, tabla 39363"
46159,2023-08-01,93,4.65,20,"INE, Viviendas turísticas en España, tabla 39363"
46169,2023-08-01,170,4.15,41,"INE, Viviendas turísticas en España, tabla 39363"
46181,2023-08-01,5206,5.29,984,"INE, Viviendas turísticas en España, tabla 39363"
46184,2023-08-01,248,4.77,52,"INE, Viviendas turísticas en España, tabla 39363"
46190,2023-08-01,416,4.38,95,"INE, Viviendas turísticas en España, tabla 39363"
46220,2023-08-01,2546,5.41,471,"INE, Viviendas turísticas en España, tabla 39363"
46235,2023-08-01,1196,5.54,216,"INE, Viviendas turísticas en España, tabla 39363"
46244,2023-08-01,343,5.04,68,"INE, Viviendas turísticas en España, tabla 39363"
46250,2023-08-01,23310,3.96,5892,"INE, Viviendas turísticas en España, tabla 39363"
47186,2023-08-01,911,3.52,259,"INE, Viviendas turísticas en España, tabla 39363"
48013,2023-08-01,228,3.45,66,"INE, Viviendas turísticas en España, tabla 39363"
48015,2023-08-01,46,3.54,13,"INE, Viviendas turísticas en España, tabla 39363"
48020,2023-08-01,4242,3.62,1171,"INE, Viviendas turísticas en España, tabla 39363"
48027,2023-08-01,55,3.93,14,"INE, Viviendas turísticas en España, tabla 39363"
48036,2023-08-01,66,3.3,20,"INE, Viviendas turísticas en España, tabla 39363"
48044,2023-08-01,580,4.26,136,"INE, Viviendas turísticas en España, tabla 39363"
48054,2023-08-01,51,3.64,14,"INE, Viviendas turísticas en España, tabla 39363"
48078,2023-08-01,101,4.04,25,"INE, Viviendas turísticas en España, tabla 39363"
48082,2023-08-01,38,3.8,10,"INE, Viviendas turísticas en España, tabla 39363"
48084,2023-08-01,41,3.42,12,"INE, Viviendas turísticas en España, tabla 39363"
49275,2023-08-01,840,4.77,176,"INE, Viviendas turísticas en España, tabla 39363"
50297,2023-08-01,2938,4.21,698,"INE, Viviendas turísticas en España, tabla 39363"
51001,2023-08-01,182,3.87,47,"INE, Viviendas turísticas en España, tabla 39363"
52001,2023-08-01,218,4.04,54,"INE, Viviendas turísticas en España, tabla 39363"
01059,2024-02-01,598,3.38,177,"INE, Viviendas turísticas en España, tabla 39363"
02003,2024-02-01,902,3.76,240,"INE, Viviendas turísticas en España, tabla 39363"
02009,2024-02-01,79,4.39,18,"INE, Viviendas turísticas en España, tabla 39363"
02037,2024-02-01,76,4.75,16,"INE, Viviendas turísticas en España, tabla 39363"
02081,2024-02-01,165,5.5,30,"INE, Viviendas turísticas en España, tabla 39363"
03009,2024-02-01,325,3.69,88,"INE, Viviendas turísticas en España, tabla 39363"
03014,2024-02-01,14827,4.13,3589,"INE, Viviendas turísticas en España, tabla 39363"
03031,2024-02-01,13455,4.73,2847,"INE, Viviendas turísticas en España, tabla 39363"
03047,2024-02-01,16630,5.4,3081,"INE, Viviendas turísticas en España, tabla 39363"
03050,2024-02-01,6620,5.57,1188,"INE, Viviendas turísticas en España, tabla 39363"
03059,2024-02-01,205,7.07,29,"INE, Viviendas turísticas en España, tabla 39363"
03063,2024-02-01,18574,5.15,3608,"INE, Viviendas turísticas en España, tabla 39363"
03065,2024-02-01,3624,4.77,760,"INE, Viviendas turísticas en España, tabla 39363"
03066,2024-02-01,91,3.79,24,"INE, Viviendas turísticas en España, tabla 39363"
03082,2024-02-01,18259,6.18,2954,"INE, Viviendas turísticas en España, tabla 39363"
03093,2024-02-01,118,4.72,25,"INE, Viviendas turísticas en España, tabla 39363"
03099,2024-02-01,14219,5.26,2701,"INE, Viviendas turísticas en España, tabla 39363"
03104,2024-02-01,100,4.0,25,"INE, Viviendas turísticas en España, tabla 39363"
03121,2024-02-01,8769,5.22,1679,"INE, Viviendas turísticas en España, tabla 39363"
03122,2024-02-01,458,4.92,93,"INE, Viviendas turísticas en España, tabla 39363"
03133,2024-02-01,21022,4.72,4454,"INE, Viviendas turísticas en España, tabla 39363"
03139,2024-02-01,4005,4.56,879,"INE, Viviendas turísticas en España, tabla 39363"
03140,2024-02-01,269,5.72,47,"INE, Viviendas turísticas en España, tabla 39363"
04013,2024-02-01,4029,4.31,935,"INE, Viviendas turísticas en España, tabla 39363"
04066,2024-02-01,4399,4.87,903,"INE, Viviendas turísticas en España, tabla 39363"
04079,2024-02-01,4271,4.39,974,"INE, Viviendas turísticas en España, tabla 39363"
04902,2024-02-01,721,4.59,157,"INE, Viviendas turísticas en España, tabla 39363"
05019,2024-02-01,783,5.08,154,"INE, Viviendas turísticas en España, tabla 39363"
06011,2024-02-01,22,3.14,7,"INE, Viviendas turísticas en España, tabla 39363"
06015,2024-02-01,231,3.4,68,"INE, Viviendas turísticas en España, tabla 39363"
06044,2024-02-01,44,4.89,9,"INE, Viviendas turísticas en España, tabla 39363"
06083,2024-02-01,861,4.22,204,"INE, Viviendas turísticas en España, tabla 39363"
06153,2024-02-01,34,3.4,10,"INE, Viviendas turísticas en España, tabla 39363"
07011,2024-02-01,3465,6.44,538,"INE, Viviendas turísticas en España, tabla 39363"
07015,2024-02-01,7382,5.48,1346,"INE, Viviendas turísticas en España, tabla 39363"
07026,2024-02-01,1896,4.26,445,"INE, Viviendas turísticas en España, tabla 39363"
07027,2024-02-01,1611,6.44,250,"INE, Viviendas turísticas en España, tabla 39363"
07031,2024-02-01,3972,6.53,608,"INE, Viviendas turísticas en España, tabla 39363"
07032,2024-02-01,1087,6.21,175,"INE, Viviendas turísticas en España, tabla 39363"
07033,2024-02-01,5523,6.32,874,"INE, Viviendas turísticas en España, tabla 39363"
07036,2024-02-01,863,6.85,126,"INE, Viviendas turísticas en España, tabla 39363"
07040,2024-02-01,4573,4.47,1023,"INE, Viviendas turísticas en España, tabla 39363"
07054,2024-02-01,7168,6.97,1029,"INE, Viviendas turísticas en España, tabla 39363"
08015,2024-02-01,1002,3.99,251,"INE, Viviendas turísticas en España, tabla 39363"
08019,2024-02-01,38835,4.39,8842,"INE, Viviendas turísticas en España, tabla 39363"
08056,2024-02-01,1234,4.6,268,"INE, Viviendas turísticas en España, tabla 39363"
08073,2024-02-01,363,3.36,108,"INE, Viviendas turísticas en España, tabla 39363"
08077,2024-02-01,156,2.52,62,"INE, Viviendas turísticas en España, tabla 39363"
08089,2024-02-01,447,4.91,91,"INE, Viviendas turísticas en España, tabla 39363"
08096,2024-02-01,100,3.45,29,"INE, Viviendas turísticas en España, tabla 39363"
08101,2024-02-01,3094,3.54,874,"INE, Viviendas turísticas en España, tabla 39363"
08102,2024-02-01,67,3.53,19,"INE, Viviendas turísticas en España, tabla 39363"
08113,2024-02-01,285,3.7,77,"INE, Viviendas turísticas en España, tabla 39363"
08114,2024-02-01,35,2.92,12,"INE, Viviendas turísticas en España, tabla 39363"
08121,2024-02-01,657,4.9,134,"INE, Viviendas turísticas en España, tabla 39363"
08124,2024-02-01,38,4.75,8,"INE, Viviendas turísticas en España, tabla 39363"
08125,2024-02-01,59,3.69,16,"INE, Viviendas turísticas en España, tabla 39363"
08163,2024-02-01,1347,5.12,263,"INE, Viviendas turísticas en España, tabla 39363"
08169,2024-02-01,180,2.81,64,"INE, Viviendas turísticas en España, tabla 39363"
08172,2024-02-01,244,4.52,54,"INE, Viviendas turísticas en España, tabla 39363"
08180,2024-02-01,27,4.5,6,"INE, Viviendas turísticas en España, tabla 39363"
08184,2024-02-01,249,3.83,65,"INE, Viviendas turísticas en España, tabla 39363"
08187,2024-02-01,265,3.27,81,"INE, Viviendas turísticas en España, tabla 39363"
08194,2024-02-01,1076,4.66,231,"INE, Viviendas turísticas en España, tabla 39363"
08196,2024-02-01,15,2.5,6,"INE, Viviendas turísticas en España, tabla 39363"
08200,2024-02-01,89,3.56,25,"INE, Viviendas turísticas en España, tabla 39363"
08205,2024-02-01,428,3.96,108,"INE, Viviendas turísticas en España, tabla 39363"
08211,2024-02-01,53,2.79,19,"INE, Viviendas turísticas en España, tabla 39363"
08217,2024-02-01,54,3.18,17,"INE, Viviendas turísticas en España, tabla 39363"
08231,2024-02-01,1067,7.02,152,"INE, Viviendas turísticas en España, tabla 39363"
08245,2024-02-01,168,3.23,52,"INE, Viviendas turísticas en España, tabla 39363"
08252,2024-02-01,56,4.67,12,"INE, Viviendas turísticas en España, tabla 39363"
08260,2024-02-01,7,3.5,2,"INE, Viviendas turísticas en España, tabla 39363"
08263,2024-02-01,27,3.86,7,"INE, Viviendas turísticas en España, tabla 39363"
08266,2024-02-01,129,3.31,39,"INE, Viviendas turísticas en España, tabla 39363"
08270,2024-02-01,5058,5.17,979,"INE, Viviendas turísticas en España, tabla 39363"
08279,2024-02-01,505,3.46,146,"INE, Viviendas turísticas en España, tabla 39363"
08298,2024-02-01,156,3.8,41,"INE, Viviendas turísticas en España, tabla 39363"
08301,2024-02-01,110,4.58,24,"INE, Viviendas turísticas en España, tabla 39363"
08305,2024-02-01,102,3.92,26,"INE, Viviendas turísticas en España, tabla 39363"
08307,2024-02-01,1037,4.96,209,"INE, Viviendas turísticas en España, tabla 39363"
09018,2024-02-01,291,5.02,58,"INE, Viviendas turísticas en España, tabla 39363"
09059,2024-02-01,1538,4.55,338,"INE, Viviendas turísticas en España, tabla 39363"
09219,2024-02-01,0,,0,"INE, Viviendas turísticas en España, tabla 39363"
10037,2024-02-01,965,4.09,236,"INE, Viviendas turísticas en España, tabla 39363"
10148,2024-02-01,326,4.08,80,"INE, Viviendas turísticas en España, tabla 39363"
11004,2024-02-01,613,4.01,153,"INE, Viviendas turísticas en España, tabla 39363"
11006,2024-02-01,1188,5.14,231,"INE, Viviendas turísticas en España, tabla 39363"
11012,2024-02-01,6999,4.27,1641,"INE, Viviendas turísticas en España, tabla 39363"
11015,2024-02-01,10428,5.83,1789,"INE, Viviendas turísticas en España, tabla 39363"
11020,2024-02-01,3925,4.26,922,"INE, Viviendas turísticas en España, tabla 39363"
11022,2024-02-01,497,4.73,105,"INE, Viviendas turísticas en España, tabla 39363"
11027,2024-02-01,5418,5.29,1025,"INE, Viviendas turísticas en España, tabla 39363"
11028,2024-02-01,496,4.64,107,"INE, Viviendas turísticas en España, tabla 39363"
11030,2024-02-01,2432,5.09,478,"INE, Viviendas turísticas en España, tabla 39363"
11031,2024-02-01,653,4.53,144,"INE, Viviendas turísticas en España, tabla 39363"
11032,2024-02-01,3434,5.11,672,"INE, Viviendas turísticas en España, tabla 39363"
11033,2024-02-01,2960,6.23,475,"INE, Viviendas turísticas en España, tabla 39363"
12009,2024-02-01,125,5.0,25,"INE, Viviendas turísticas en España, tabla 39363"
12027,2024-02-01,1162,4.74,245,"INE, Viviendas turísticas en España, tabla 39363"
12032,2024-02-01,609,5.34,114,"INE, Viviendas turísticas en España, tabla 39363"
12040,2024-02-01,1994,4.22,473,"INE, Viviendas turísticas en España, tabla 39363"
12084,2024-02-01,52,4.73,11,"INE, Viviendas turísticas en España, tabla 39363"
12126,2024-02-01,114,4.96,23,"INE, Viviendas turísticas en España, tabla 39363"
12135,2024-02-01,130,4.33,30,"INE, Viviendas turísticas en España, tabla 39363"
12138,2024-02-01,2747,5.55,495,"INE, Viviendas turísticas en España, tabla 39363"
13005,2024-02-01,119,4.76,25,"INE, Viviendas turísticas en España, tabla 39363"
13034,2024-02-01,322,3.88,83,"INE, Viviendas turísticas en España, tabla 39363"
13071,2024-02-01,97,4.04,24,"INE, Viviendas turísticas en España, tabla 39363"
13082,2024-02-01,126,4.67,27,"INE, Viviendas turísticas en España, tabla 39363"
13087,2024-02-01,143,4.47,32,"INE, Viviendas turísticas en España, tabla 39363"
14021,2024-02-01,8992,4.54,1981,"INE, Viviendas turísticas en España, tabla 39363"
14038,2024-02-01,240,5.11,47,"INE, Viviendas turísticas en España, tabla 39363"
14056,2024-02-01,110,5.0,22,"INE, Viviendas turísticas en España, tabla 39363"
15002,2024-02-01,460,5.17,89,"INE, Viviendas turísticas en España, tabla 39363"
15005,2024-02-01,184,5.58,33,"INE, Viviendas turísticas en España, tabla 39363"
15019,2024-02-01,589,5.77,102,"INE, Viviendas turísticas en España, tabla 39363"
15030,2024-02-01,3522,4.16,847,"INE, Viviendas turísticas en España, tabla 39363"
15031,2024-02-01,128,3.88,33,"INE, Viviendas turísticas en España, tabla 39363"
15036,2024-02-01,1071,4.74,226,"INE, Viviendas turísticas en España, tabla 39363"
15054,2024-02-01,136,5.44,25,"INE, Viviendas turísticas en España, tabla 39363"
15058,2024-02-01,565,4.63,122,"INE, Viviendas turísticas en España, tabla 39363"
15073,2024-02-01,1516,5.16,294,"INE, Viviendas turísticas en España, tabla 39363"
15078,2024-02-01,2760,4.46,619,"INE, Viviendas turísticas en España, tabla 39363"
16078,2024-02-01,1539,4.62,333,"INE, Viviendas turísticas en España, tabla 39363"
17023,2024-02-01,3105,5.54,560,"INE, Viviendas turísticas en España, tabla 39363"
17066,2024-02-01,677,4.4,154,"INE, Viviendas turísticas en España, tabla 39363"
17079,2024-02-01,1997,4.13,484,"INE, Viviendas turísticas en España, tabla 39363"
17095,2024-02-01,10713,6.25,1713,"INE, Viviendas turísticas en España, tabla 39363"
17114,2024-02-01,512,5.02,102,"INE, Viviendas turísticas en España, tabla 39363"
17155,2024-02-01,41,3.73,11,"INE, Viviendas turísticas en España, tabla 39363"
18017,2024-02-01,7331,5.29,1386,"INE, Viviendas turísticas en España, tabla 39363"
18087,2024-02-01,11663,4.45,2622,"INE, Viviendas turísticas en España, tabla 39363"
18140,2024-02-01,1573,5.58,282,"INE, Viviendas turísticas en España, tabla 39363"
19046,2024-02-01,19,2.38,8,"INE, Viviendas turísticas en España, tabla 39363"
19130,2024-02-01,207,4.5,46,"INE, Viviendas turísticas en España, tabla 39363"
20030,2024-02-01,32,3.2,10,"INE, Viviendas turísticas en España, tabla 39363"
20045,2024-02-01,292,4.06,72,"INE, Viviendas turísticas en España, tabla 39363"
20067,2024-02-01,88,3.83,23,"INE, Viviendas turísticas en España, tabla 39363"
20069,2024-02-01,5435,4.12,1318,"INE, Viviendas turísticas en España, tabla 39363"
21041,2024-02-01,654,3.57,183,"INE, Viviendas turísticas en España, tabla 39363"
21044,2024-02-01,1064,5.48,194,"INE, Viviendas turísticas en España, tabla 39363"
22125,2024-02-01,236,3.75,63,"INE, Viviendas turísticas en España, tabla 39363"
23005,2024-02-01,152,4.61,33,"INE, Viviendas turísticas en España, tabla 39363"
23050,2024-02-01,696,3.95,176,"INE, Viviendas turísticas en España, tabla 39363"
23055,2024-02-01,147,3.77,39,"INE, Viviendas turísticas en España, tabla 39363"
23092,2024-02-01,608,4.57,133,"INE, Viviendas turísticas en España, tabla 39363"
24089,2024-02-01,2262,4.5,503,"INE, Viviendas turísticas en España, tabla 39363"
24115,2024-02-01,610,4.59,133,"INE, Viviendas turísticas en España, tabla 39363"
24142,2024-02-01,145,6.59,22,"INE, Viviendas turísticas en España, tabla 39363"
25120,2024-02-01,239,4.43,54,"INE, Viviendas turísticas en España, tabla 39363"
26089,2024-02-01,2418,5.3,456,"INE, Viviendas turísticas en España, tabla 39363"
27028,2024-02-01,920,4.47,206,"INE, Viviendas turísticas en España, tabla 39363"
28005,2024-02-01,873,3.46,252,"INE, Viviendas turísticas en España, tabla 39363"
28006,2024-02-01,309,2.97,104,"INE, Viviendas turísticas en España, tabla 39363"
28007,2024-02-01,184,2.75,67,"INE, Viviendas turísticas en España, tabla 39363"
28013,2024-02-01,386,5.01,77,"INE, Viviendas turísticas en España, tabla 39363"
28014,2024-02-01,59,2.36,25,"INE, Viviendas turísticas en España, tabla 39363"
28022,2024-02-01,78,3.55,22,"INE, Viviendas turísticas en España, tabla 39363"
28045,2024-02-01,76,4.47,17,"INE, Viviendas turísticas en España, tabla 39363"
28047,2024-02-01,111,3.36,33,"INE, Viviendas turísticas en España, tabla 39363"
28049,2024-02-01,157,3.02,52,"INE, Viviendas turísticas en España, tabla 39363"
28058,2024-02-01,42,2.33,18,"INE, Viviendas turísticas en España, tabla 39363"
28061,2024-02-01,149,3.63,41,"INE, Viviendas turísticas en España, tabla 39363"
28065,2024-02-01,271,2.61,104,"INE, Viviendas turísticas en España, tabla 39363"
28074,2024-02-01,145,2.5,58,"INE, Viviendas turísticas en España, tabla 39363"
28079,2024-02-01,55155,3.43,16100,"INE, Viviendas turísticas en España, tabla 39363"
28080,2024-02-01,149,3.55,42,"INE, Viviendas turísticas en España, tabla 39363"
28092,2024-02-01,155,2.28,68,"INE, Viviendas turísticas en España, tabla 39363"
28096,2024-02-01,71,5.92,12,"INE, Viviendas turísticas en España, tabla 39363"
28106,2024-02-01,104,2.0,52,"INE, Viviendas turísticas en España, tabla 39363"
28113,2024-02-01,77,2.85,27,"INE, Viviendas turísticas en España, tabla 39363"
28115,2024-02-01,331,2.85,116,"INE, Viviendas turísticas en España, tabla 39363"
28123,2024-02-01,156,2.74,57,"INE, Viviendas turísticas en España, tabla 39363"
28127,2024-02-01,267,4.31,62,"INE, Viviendas turísticas en España, tabla 39363"
28130,2024-02-01,29,3.63,8,"INE, Viviendas turísticas en España, tabla 39363"
28134,2024-02-01,408,3.4,120,"INE, Viviendas turísticas en España, tabla 39363"
28148,2024-02-01,236,2.57,92,"INE, Viviendas turísticas en España, tabla 39363"
28161,2024-02-01,124,3.18,39,"INE, Viviendas turísticas en España, tabla 39363"
28181,2024-02-01,165,3.51,47,"INE, Viviendas turísticas en España, tabla 39363"
